,5576,Sylius\\Component\\Core\\Model\\Product,Maxepa por 50 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1392;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5577,Sylius\\Component\\Core\\Model\\Product,Neurobion por 20 Grageas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:242;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5578,Sylius\\Component\\Core\\Model\\Product,Neurobion 1.000 por 1 Ampolla,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:80;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5579,Sylius\\Component\\Core\\Model\\Product,Neurobion 10.000 Hypak Doble Camara por 1 Jeringa Prellenada,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:490;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5580,Sylius\\Component\\Core\\Model\\Product,Neurobion 10.000 Hypak Doble Camara por 3 Jeringa Prellenada,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1470;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5581,Sylius\\Component\\Core\\Model\\Product,Neurobion Comp. 3 ml por 1 Ampolla,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:80;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5582,Sylius\\Component\\Core\\Model\\Product,Neurobion Retard 3 ml por 3 Ampollas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:163;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5583,Sylius\\Component\\Core\\Model\\Product,Nutrizym Plus por 20 Grageas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:715;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5584,Sylius\\Component\\Core\\Model\\Product,Nutrizym Plus por 40 Grageas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1405;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5585,Sylius\\Component\\Core\\Model\\Product,Diabion Crema por 200 ml,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1680;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5586,Sylius\\Component\\Core\\Model\\Product,Gliformin 850 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:958;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5587,Sylius\\Component\\Core\\Model\\Product,Gliformin 1000 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1200;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5588,Sylius\\Component\\Core\\Model\\Product,Irbetiazid 300 mg/12.5 mg por 28 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:2999;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5589,Sylius\\Component\\Core\\Model\\Product,Irbett 150 mg por 16 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1267;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5590,Sylius\\Component\\Core\\Model\\Product,Irbett 300 mg por 16 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1642;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5591,Sylius\\Component\\Core\\Model\\Product,Tiazomet A 10 mg/10 mg por 28 Tabletas Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:3312;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5592,Sylius\\Component\\Core\\Model\\Product,Tirostat 50 mg por 100 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1400;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5593,Sylius\\Component\\Core\\Model\\Product,Tiroxin 50 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:340;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5594,Sylius\\Component\\Core\\Model\\Product,Tiroxin 75 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:432;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5595,Sylius\\Component\\Core\\Model\\Product,Tiroxin 88 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:504;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5596,Sylius\\Component\\Core\\Model\\Product,Tiroxin 100 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:415;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5597,Sylius\\Component\\Core\\Model\\Product,Tiroxin 150 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:830;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5598,Sylius\\Component\\Core\\Model\\Product,Eucamiel Jbe. por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1060;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5599,Sylius\\Component\\Core\\Model\\Product,Eucamiel Jbe. por 240 ml,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1560;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5600,Sylius\\Component\\Core\\Model\\Product,Gel Analgesico Garden por 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:900;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5601,Sylius\\Component\\Core\\Model\\Product,Geriatril Jarabe por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1500;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5602,Sylius\\Component\\Core\\Model\\Product,Hepalive Forte mas Coenzima Q 10 por 30 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1713;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5603,Sylius\\Component\\Core\\Model\\Product,Multi 7 Pomo por 500 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:2260;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5604,Sylius\\Component\\Core\\Model\\Product,Multi 7 Suplemento Alimenticio por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1290;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5605,Sylius\\Component\\Core\\Model\\Product,Osteolive por 30 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1200;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5606,Sylius\\Component\\Core\\Model\\Product,Ovarina por 40 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1860;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5607,Sylius\\Component\\Core\\Model\\Product,Propolis Extracto 1 Onz. Gotas por 30 ml,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1060;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5608,Sylius\\Component\\Core\\Model\\Product,Prostalex por 40 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1860;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5609,Sylius\\Component\\Core\\Model\\Product,Spirulina Nature'S Garden por 90 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1700;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5610,Sylius\\Component\\Core\\Model\\Product,Vita Toro Jbe. por 500 ml,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:1860;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5611,Sylius\\Component\\Core\\Model\\Product,Osteolive por 60 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Naturales";}s:5:"price";i:3091;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5612,Sylius\\Component\\Core\\Model\\Product,Eritromicina Naturgen 500 mg por 20 Tabletas Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:900;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5613,Sylius\\Component\\Core\\Model\\Product,Apetitol Jalea Sabor Naranja por 100 Grs ,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:324;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5614,Sylius\\Component\\Core\\Model\\Product,Apetitol Jarabe por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:379;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5615,Sylius\\Component\\Core\\Model\\Product,Apetitol Jarabe por 240 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:599;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5616,Sylius\\Component\\Core\\Model\\Product,Apetitol Plus Jarabe por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:529;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5617,Sylius\\Component\\Core\\Model\\Product,Benzoato de Bencilo Neo Farmaco por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:232;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5618,Sylius\\Component\\Core\\Model\\Product,Desinflamex 15 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1920;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5619,Sylius\\Component\\Core\\Model\\Product,Eucalibrea Jarabe por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:230;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5620,Sylius\\Component\\Core\\Model\\Product,Femmedical Polvo Antiseptico por 90 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:224;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5621,Sylius\\Component\\Core\\Model\\Product,Gastrogel Suspension por 200 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:600;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5622,Sylius\\Component\\Core\\Model\\Product,Matico Display por 12 Latas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1440;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5623,Sylius\\Component\\Core\\Model\\Product,Piperazina Jarabe por 60 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:149;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5624,Sylius\\Component\\Core\\Model\\Product,Topic Bucal Adultos,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:398;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5625,Sylius\\Component\\Core\\Model\\Product,Topic Bucal Infantil,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:404;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5626,Sylius\\Component\\Core\\Model\\Product,Yodo Salil Display por 12 Latas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:900;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5627,Sylius\\Component\\Core\\Model\\Product,Yodo Salil Gel por 60 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:288;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5628,Sylius\\Component\\Core\\Model\\Product,Colonia El Caballito por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:449;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5629,Sylius\\Component\\Core\\Model\\Product,Colonia El Caballito por 240 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:750;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5630,Sylius\\Component\\Core\\Model\\Product,Alfare por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:4000;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5631,Sylius\\Component\\Core\\Model\\Product,Althera por 450 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1800;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5632,Sylius\\Component\\Core\\Model\\Product,Nan 1 Pro Biotics por 1100 Grs ,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:4470;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5633,Sylius\\Component\\Core\\Model\\Product,Nan 1 Protect Plus por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1744;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5634,Sylius\\Component\\Core\\Model\\Product,Nan 2 Pro Biotics por 1100 Grs ,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:3962;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5635,Sylius\\Component\\Core\\Model\\Product,Nan 2 Protect Plus por 400 Gr.,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1595;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5636,Sylius\\Component\\Core\\Model\\Product,Nan 3 Pro Biotics por 800 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:2360;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5637,Sylius\\Component\\Core\\Model\\Product,Nan 3 Pro Biotics Duopack por 800 Grs cada uno 30 % Dscto,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:3631;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5638,Sylius\\Component\\Core\\Model\\Product,Nan Ha1 Protect Plus por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1972;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5639,Sylius\\Component\\Core\\Model\\Product,Nan Ha2 Protect Plus por 400 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1972;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5640,Sylius\\Component\\Core\\Model\\Product,Nan Sin Lactosa por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1502;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5641,Sylius\\Component\\Core\\Model\\Product,Nan Soya por 400 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1719;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5642,Sylius\\Component\\Core\\Model\\Product,Nestogeno I Semestre por 400 Grs.,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:825;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5643,Sylius\\Component\\Core\\Model\\Product,Nestogeno I Semestre por 800 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1533;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5644,Sylius\\Component\\Core\\Model\\Product,Nestogeno Ii Semestre por 400 Gr.,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:803;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5645,Sylius\\Component\\Core\\Model\\Product,Nestogeno Ii Semestre por 800 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1472;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5646,Sylius\\Component\\Core\\Model\\Product,Nestum 5 Cereales Fase 2 por 350 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:490;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5647,Sylius\\Component\\Core\\Model\\Product,Nestum Arroz Fase 1 por 350 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:490;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5648,Sylius\\Component\\Core\\Model\\Product,Nestum Plus Arroz y Manzanilla por 270 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:525;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5649,Sylius\\Component\\Core\\Model\\Product,Nestum Probioticos Jr. Frutilla por 250 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:460;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5650,Sylius\\Component\\Core\\Model\\Product,Nestum Trigo Quinua por 350 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:490;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5651,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 1mas por 210 Grs Funda,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:340;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5652,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 1mas por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:750;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5653,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 1mas por 400 Grs Funda,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:650;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5654,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 1mas por 800 Grs Funda,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1200;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5655,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 1mas por 900 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1530;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5656,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 1mas por 1700 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:2600;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5657,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 1mas por 2 Kgrs Funda,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:2600;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5658,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 3mas por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:770;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5659,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 3mas por 900 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1616;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5660,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 3mas por 1700 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:2690;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5661,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 5mas por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:770;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5662,Sylius\\Component\\Core\\Model\\Product,Nido Crecimiento Prebio 5mas por 1700 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:2690;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5663,Sylius\\Component\\Core\\Model\\Product,Pre-Nan por 400 Gr.,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1300;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5664,Sylius\\Component\\Core\\Model\\Product,Cerelac 5 Cereales Fase 2 por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:650;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5665,Sylius\\Component\\Core\\Model\\Product,Cerelac Probioticos Jr. Trigo por 200 Grs mas1 Año,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:300;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5666,Sylius\\Component\\Core\\Model\\Product,Cerelac Probioticos Jr. Trigo por 400 Grs mas1 Año,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:599;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5667,Sylius\\Component\\Core\\Model\\Product,Cerelac Trigo por 1000 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1300;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5668,Sylius\\Component\\Core\\Model\\Product,Colado Gerber Paso 2 Babano por 113 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:122;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5669,Sylius\\Component\\Core\\Model\\Product,Colado Gerber Paso 2 Ciruela Pasa por 113 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:122;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5670,Sylius\\Component\\Core\\Model\\Product,Colado Gerber Paso 2 Frutas Mixtas por 113 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:122;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5671,Sylius\\Component\\Core\\Model\\Product,Colado Gerber Paso 2 Manzana por 113 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:122;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5672,Sylius\\Component\\Core\\Model\\Product,Colado Gerber Paso 2 Melocoton por 113 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:122;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5673,Sylius\\Component\\Core\\Model\\Product,Colado Gerber Paso 2 Pera por 113 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:122;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5674,Sylius\\Component\\Core\\Model\\Product,Colado Gerber Paso 2 Verduras y Pollo por 113 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:144;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5675,Sylius\\Component\\Core\\Model\\Product,Colado Gerber Paso 3 Manzana por 170 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:151;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5676,Sylius\\Component\\Core\\Model\\Product,Colado Gerber Paso 3 Verduras y Carne de Res por 170 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:185;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5677,Sylius\\Component\\Core\\Model\\Product,Milo por 400 Gr.,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:955;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
